id,medication_name,medication_ndc,brand_generic,category,specialty,created_at
10d21771-8632-4007-83f5-1cf72079ed65,Atorvastatin 40mg,00093-7518-56,Generic,Lipid-lowering medications,Internal Medicine,2025-03-31 10:39:56.376706+00
1203f248-758f-4c76-9074-5feafd1a3d29,Ethinyl Estradiol/Norethindrone 1/20,00555-9058-67,Generic,Contraceptives,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
123642de-f26c-4129-9384-14b11cccd7b3,Mometasone 0.1% cream,00093-2158-05,Generic,Topical corticosteroids,Dermatology,2025-03-31 10:39:56.376706+00
1273eca2-b797-45bd-8e95-cffb7747a6a3,Seasonique,00555-9042-84,Brand,Contraceptives,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
13123e58-82c2-4002-9718-7b6b13bf9104,Baclofen 10mg,00093-1072-01,Generic,Muscle relaxants,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
13eb2cce-c3e3-4c58-b2fc-1bbbe8e7914d,Voltaren 75mg,00781-1079-01,Brand,NSAIDs,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
14d01f48-5263-4cbf-ad5b-b6187a434497,Romazicon 0.1mg/mL,00004-6910-01,Brand,Reversal agents,Radiology,2025-03-31 10:39:56.376706+00
15ab3551-58a5-4d92-a593-1b94b185ac26,Ciclopirox 0.77% cream,00093-9896-31,Generic,Antifungals,Dermatology,2025-03-31 10:39:56.376706+00
160fe528-5e53-44f9-a0da-a14fdf9c04de,Sitagliptin 100mg,00006-0221-31,Generic,Antidiabetics,Internal Medicine,2025-03-31 10:39:56.376706+00
1670fc0b-1c4c-4d41-9ae2-931c340471d2,Lidocaine 1%,00409-4270-01,Generic,Local anesthetics,General Surgery,2025-03-31 10:39:56.376706+00
171a295e-30a9-4e5b-b041-b32a314bf9f1,Azilect 1mg,00378-0616-91,Brand,Parkinson's medications,Neurology,2025-03-31 10:39:56.376706+00
172a7a39-5c43-4b0d-bfba-6919faed6292,Lisinopril 20mg,00093-0131-01,Generic,Antihypertensives,Internal Medicine,2025-03-31 10:39:56.376706+00
177ef27d-6607-4a1c-a364-500f9e8d2ed1,Apremilast 30mg,59572-0729-56,Generic,Psoriasis treatments,Dermatology,2025-03-31 10:39:56.376706+00
17da261f-342d-4b0c-9ace-d0580da20254,Diphenhydramine 50mg/mL,00409-2305-10,Generic,Emergency medications,Radiology,2025-03-31 10:39:56.376706+00
17ed0200-d314-4e06-b520-190333bae4da,Neostigmine 0.5mg/mL,00409-2790-50,Generic,Reversal agents,Anesthesiology,2025-03-31 10:39:56.376706+00
180aaceb-3d84-4861-af1c-9ee4a3fe3e5c,Cardura 4mg,00049-2760-66,Brand,Alpha blockers,Urology,2025-03-31 10:39:56.376706+00
1819c014-1d4b-431b-9aa0-c40f29ce1779,Toprol-XL 50mg,00186-1088-05,Brand,Beta blockers,Cardiology,2025-03-31 10:39:56.376706+00
18f18044-6c72-4d19-9cda-140eebf5cb26,Digoxin 0.125mg,00093-0147-01,Generic,Antiarrhythmics,Cardiology,2025-03-31 10:39:56.376706+00
191d7f1f-01ed-4d3e-8f77-0061a48b28da,Rythmol 150mg,00173-0733-65,Brand,Antiarrhythmics,Cardiology,2025-03-31 10:39:56.376706+00
1930741a-041e-484d-ad73-7a39a6951494,Lovenox 40mg/0.4mL,00075-0624-40,Brand,Postoperative medications,General Surgery,2025-03-31 10:39:56.376706+00
194e5d4c-0d42-4f69-8463-bcb254d5acd0,Lithobid 300mg,00245-0080-11,Brand,Mood stabilizers,Psychiatry,2025-03-31 10:39:56.376706+00
1952ee88-1c66-40a8-a0a9-1505b749d919,Methylphenidate ER 20mg,00591-2214-01,Generic,ADHD medications,Psychiatry,2025-03-31 10:39:56.376706+00
1aec7e7a-cd26-4537-95ee-b106696108f9,Lanoxin 0.125mg,73334-0243-01,Brand,Antiarrhythmics,Cardiology,2025-03-31 10:39:56.376706+00
1aedaea8-1667-4819-aa72-b7c7ff066e1e,Pregnyl 10,000 units,00052-0315-01,Brand,Fertility treatments,2025-03-31 10:39:56.376706+00
1c26bc0a-8d92-4cf8-a610-1016efe82f73,Deltasone 10mg,00054-4741-25,Brand,Corticosteroids,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
1c670a0f-af8f-4079-a947-538f896232d7,Cisplatin 50mg/50mL,00703-5748-11,Generic,Platinum compounds,Oncology,2025-03-31 10:39:56.376706+00
1cd21937-e79a-4f84-b323-6a8cd7a8ed6b,Sulfamethoxazole/Trimethoprim 800/160mg,00093-0148-01,Generic,Antibiotics,Internal Medicine,2025-03-31 10:39:56.376706+00
1ce97aa3-be5c-4685-a356-f2a4ee30f78d,Meloxicam 15mg,00093-7297-01,Generic,NSAIDs,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
1d484db3-1055-49c5-a80b-b338870691ab,Pavulon 1mg/mL,00052-0503-02,Brand,Neuromuscular blockers,Anesthesiology,2025-03-31 10:39:56.376706+00
1e0cce30-a57d-4880-9775-ad8bee24a830,Spectazole 1% cream,00085-0946-01,Brand,Antifungals,Dermatology,2025-03-31 10:39:56.376706+00
1f11f630-6738-40be-ac2f-53218fe62f24,Jardiance 10mg,00597-0152-30,Brand,Antidiabetics,Internal Medicine,2025-03-31 10:39:56.376706+00
1fbd9610-8ee3-4457-b9de-969741de1c29,Fluocinonide 0.05% cream,00093-0021-01,Generic,Topical corticosteroids,Dermatology,2025-03-31 10:39:56.376706+00
21646475-7582-45d1-acbf-4c7fb765aeb2,Fluticasone/Salmeterol 250/50,00093-7848-67,Generic,Inhaled corticosteroids/LABA,Pulmonology,2025-03-31 10:39:56.376706+00
21a0b3fa-2757-4b75-8873-e06c34619b7a,Nitrofurantoin Mono/Macro 100mg,00093-9053-01,Generic,Anti-infectives,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
21f971dd-5a99-40c9-ba02-52ad1cd2a5af,Iodixanol 320mg I/mL,00407-1417-70,Generic,Contrast agents,Radiology,2025-03-31 10:39:56.376706+00
2272a250-4157-424a-9420-8a59244d1d9d,Ocaliva 10mg,65580-0202-31,Brand,Hepatobiliary medications,Gastroenterology,2025-03-31 10:39:56.376706+00
2274a618-a182-4656-bead-178a4a6ddf09,Tiotropium 1.25mcg,00597-0160-30,Generic,Respiratory medications,Internal Medicine,2025-03-31 10:39:56.376706+00
2377def5-7657-4c11-9656-3b6f67406aa2,Dupilumab 300mg/2mL,00024-5914-02,Generic,Biologics,Pulmonology,2025-03-31 10:39:56.376706+00
2378d517-3b40-4d9e-aa5e-7ff0d6fef0e9,Enablex 7.5mg,00078-0419-34,Brand,Antimuscarinics,Urology,2025-03-31 10:39:56.376706+00
2380ec67-a3cd-476e-b6cd-efbf5939c9ca,Vivelle-Dot 0.05mg/24hr,00078-0367-61,Brand,Hormone therapies,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
23cfe675-ee4c-48ff-8ed3-aed2331fc337,Vardenafil 10mg,00093-5531-09,Generic,PDE5 inhibitors,Urology,2025-03-31 10:39:56.376706+00
23eb2b75-3b47-4c4a-a355-a761cb7a2a21,Isovue 370,00270-1371-50,Brand,Contrast agents,Radiology,2025-03-31 10:39:56.376706+00
23f84c53-c9cd-4794-b06f-ca49832d5e12,Abilify 10mg,59148-0012-60,Brand,Antipsychotics,Psychiatry,2025-03-31 10:39:56.376706+00
2425779a-6841-496f-8a4a-7331173696e8,Isoflurane,66794-0017-25,Generic,General anesthetics,Anesthesiology,2025-03-31 10:39:56.376706+00
254ba687-2379-4a1d-a35c-c9ec2df9da2e,Ciprofloxacin 500mg,00093-7290-01,Generic,Antibiotics,Internal Medicine,2025-03-31 10:39:56.376706+00
25528543-f2dd-4211-af63-cea87ea9d51e,Spironolactone 100mg,00093-0734-01,Generic,Hepatobiliary medications,Gastroenterology,2025-03-31 10:39:56.376706+00
2590169e-34a4-4b54-b666-61e0ec779935,Carbamazepine 200mg,00093-7160-01,Generic,Anticonvulsants,Neurology,2025-03-31 10:39:56.376706+00
25a1ab5f-e37e-4362-89c6-8d4b8763fb82,Zyrtec 10mg,00501-0659-23,Brand,Allergy medications,Internal Medicine,2025-03-31 10:39:56.376706+00
25b4b8a0-cfb4-4a8b-8b89-adfb7b18732f,Methylprednisolone 125mg,00009-0758-01,Generic,Emergency medications,Radiology,2025-03-31 10:39:56.376706+00
26a7067b-0e11-4669-b869-dc2898861dce,Fluticasone propionate 110mcg,00093-5317-09,Generic,Inhaled corticosteroids,Pulmonology,2025-03-31 10:39:56.376706+00
2743f90e-9a23-434d-8f04-b3d5bd69be55,Nimbex 2mg/mL,00074-3385-05,Brand,Neuromuscular blockers,Anesthesiology,2025-03-31 10:39:56.376706+00
27476eb1-43e5-4179-b41a-24b8022132a9,Xolair 150mg,50242-0040-62,Brand,Biologics,Pulmonology,2025-03-31 10:39:56.376706+00
27fc74fe-6310-4a86-8337-de5c7dd2739c,Zanaflex 4mg,59075-0731-60,Brand,Muscle relaxants,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
298083e3-6593-4a84-a4ef-eafcccbcbeeb,Prinivil 10mg,00006-0074-54,Brand,Antihypertensives,Internal Medicine,2025-03-31 10:39:56.376706+00
29e030b4-43e8-4083-99a9-dddabaf0df71,Temovate 0.05% cream,00462-0358-30,Brand,Topical corticosteroids,Dermatology,2025-03-31 10:39:56.376706+00
2a4b09e7-dc7f-4b0e-a368-da2f9ee4c785,Azulfidine 500mg,00013-0101-01,Brand,Inflammatory bowel disease,General Medicine,2025-03-31 10:39:56.376706+00
2ab93633-8844-47af-b990-d35421df7ff2,Dutasteride/Tamsulosin 0.5/0.4mg,00173-0755-66,Generic,5-alpha reductase inhibitors,Urology,2025-03-31 10:39:56.376706+00
2ae1ac29-4ea0-43ba-b8d3-7a04e30e78d5,Polyethylene Glycol 3350,00093-7248-35,Generic,Motility agents,Gastroenterology,2025-03-31 10:39:56.376706+00
2b2c4e48-1e17-4e53-8c78-f262996e1ff3,Aldactone 100mg,00025-1041-31,Brand,Hepatobiliary medications,Gastroenterology,2025-03-31 10:39:56.376706+00
2d7e2709-5d5f-44d8-a7c9-91928b4ac89c,Amlodipine 5mg,00093-7168-56,Generic,Antihypertensives,Internal Medicine,2025-03-31 10:39:56.376706+00
2dae109d-1e27-4239-b936-2eb6866d8da2,Taxotere 80mg/4mL,00075-8001-01,Brand,Antimicrotubule agents,Oncology,2025-03-31 10:39:56.376706+00
2e47872e-f57a-4630-a885-3f3cee0314ec,Entyvio 300mg,00069-6010-01,Brand,Inflammatory bowel disease,General Medicine,2025-03-31 10:39:56.376706+00
2e53b97d-886d-4ae6-a28c-5f569af53ecc,Adapalene 0.1% gel,00713-0288-29,Generic,Acne treatments,Dermatology,2025-03-31 10:39:56.376706+00
2e616720-c154-434e-950d-0d4dd87e8d09,Amlodipine 10mg,00093-7168-56,Generic,Antihypertensives,Internal Medicine,2025-03-31 10:39:56.376706+00
2ebb9f2b-9105-4def-ad60-8fff8b25b5e8,Terbinafine 1% cream,00093-3787-36,Generic,Antifungals,Dermatology,2025-03-31 10:39:56.376706+00
2f0a3ec6-16c2-4d1b-b431-9787917e946b,Solifenacin 5mg,00093-4087-56,Generic,Antimuscarinics,Urology,2025-03-31 10:39:56.376706+00
2f34b03e-327f-4b94-bd20-218fab6c41ea,Transderm-Scop 1.5mg patch,00067-4346-01,Brand,Anti-emetics,Anesthesiology,2025-03-31 10:39:56.376706+00
2f4c7539-50ae-4600-b864-aa03565bfaf6,Budesonide 0.5mg/2mL,00186-0914-95,Generic,Inhaled corticosteroids,Pulmonology,2025-03-31 10:39:56.376706+00
2f4dd22e-6a6c-46b6-a427-e2bd18fc0390,Pepcid 40mg,00067-0358-94,Brand,Acid suppressants,Gastroenterology,2025-03-31 10:39:56.376706+00
2f69a27e-01b1-484f-a1a0-067fc0f9b843,Nitrofurantoin 100mg,00093-9154-10,Generic,Urinary analgesics/antibiotics,Urology,2025-03-31 10:39:56.376706+00
2f77f852-2011-4bc3-9a32-b1876e219460,Fibrin sealant 4mL,00944-0374-01,Generic,Hemostatic agents,General Surgery,2025-03-31 10:39:56.376706+00
2fee1c31-2d57-4f8f-b5d6-e2fe7e145dd8,Rivaroxaban 20mg (hold),50458-0579-30,Generic,Medication management,Radiology,2025-03-31 10:39:56.376706+00
304c5853-ac60-43e1-96d0-91b25fc3c938,Plavix 75mg (hold),00024-5862-90,Brand,Medication management,Radiology,2025-03-31 10:39:56.376706+00
3073fa12-b3d4-49ba-95f1-b155547186da,Cytarabine 1g,00703-4225-15,Generic,Antimetabolites,Oncology,2025-03-31 10:39:56.376706+00
307b2fce-bfcf-41f5-a384-41e820d16823,Carboprost Tromethamine 250mcg/mL,00009-0856-04,Generic,Labor/delivery medications,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
30853f13-5e18-4a53-a426-839f86542c73,Insulin glargine 100units/mL,00088-5020-01,Generic,Endocrine medications,Internal Medicine,2025-03-31 10:39:56.376706+00
30f11c12-3eba-4d4f-a473-459a902e0382,Percocet 10/325mg,63481-0625-70,Brand,Analgesics,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
310d12f6-9607-4a55-9ca2-2959642a5903,Lopressor 50mg,00039-0059-50,Brand,Beta blockers,Cardiology,2025-03-31 10:39:56.376706+00
317bba36-1569-4c58-b72c-63e847077121,Eliquis 5mg,00003-0894-21,Brand,Antiplatelet/Anticoagulants,Cardiology,2025-03-31 10:39:56.376706+00
31a79686-a868-4f6f-b208-ea37f1f5c986,Pembrolizumab 100mg/4mL,00006-3025-02,Generic,Biologics,Oncology,2025-03-31 10:39:56.376706+00
31f2ee36-6430-4e02-87ae-aa36ae90d6cd,Xarelto 20mg,50458-0579-30,Brand,Antiplatelet/Anticoagulants,Cardiology,2025-03-31 10:39:56.376706+00
32274f67-2ed5-4da1-9dec-c5a453d5ed26,Oxycodone/Acetaminophen 5/325mg,00093-5760-01,Generic,Pain medications,General Surgery,2025-03-31 10:39:56.376706+00
32471578-3e61-4bf7-9cda-8255b92daf18,Singulair chewable 5mg,00006-0275-31,Brand,Leukotriene modifiers,Pulmonology,2025-03-31 10:39:56.376706+00
328c0d51-cb9d-47d4-bfe3-de3c8274889a,Protopic 0.1% ointment,50222-0205-15,Brand,Psoriasis treatments,Dermatology,2025-03-31 10:39:56.376706+00
32d82a9e-b6fd-48a3-9bd2-c3305f83c736,Trexall 2.5mg,00083-2150-01,Brand,Psoriasis treatments,Dermatology,2025-03-31 10:39:56.376706+00
32e06521-f0de-4853-aaba-39c592e0edd8,Tenormin 50mg,00310-0105-10,Brand,Beta blockers,Cardiology,2025-03-31 10:39:56.376706+00
333e1ff9-131e-446d-aba6-7caa2c0c98e9,Ondansetron 4mg/2mL,00781-3196-76,Generic,Anti-emetics,Anesthesiology,2025-03-31 10:39:56.376706+00
33694f67-32f6-49c7-8aa0-81ae86e7a746,Etomidate 2mg/mL,00074-6457-02,Generic,General anesthetics,Anesthesiology,2025-03-31 10:39:56.376706+00
347d4a3c-9a3e-48ef-a345-c77386312e5f,Accutane 40mg,00004-0139-49,Brand,Acne treatments,Dermatology,2025-03-31 10:39:56.376706+00
349d1aa4-e82e-48b6-8c07-327d1b93367f,Premarin 0.625mg,00046-1101-91,Brand,Hormone therapies,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
34cb8c2a-0946-43cc-8442-ca745c7e5b8e,Comtan 200mg,00078-0327-05,Brand,Parkinson's medications,Neurology,2025-03-31 10:39:56.376706+00
35657533-d62b-4d6e-be31-dd0e7b014c09,Mitoxantrone 20mg/10mL,00069-0640-01,Generic,Anthracyclines,Oncology,2025-03-31 10:39:56.376706+00
358dc099-4d79-4d49-bdc8-5a1f2e769440,Garamycin 0.1% cream,00781-7050-01,Brand,Antibiotics,Dermatology,2025-03-31 10:39:56.376706+00
35d8a112-2abb-4dd5-ad56-989c6b7f8bc2,Docetaxel 80mg/4mL,00703-5825-01,Generic,Antimicrotubule agents,Oncology,2025-03-31 10:39:56.376706+00
362271de-03df-4659-9217-029e824df35d,Microzide 12.5mg,00485-0045-01,Brand,Antihypertensives,Internal Medicine,2025-03-31 10:39:56.376706+00
362cc2c2-b771-4142-bade-ecfec1494732,Metronidazole 0.75% gel,00093-0417-60,Generic,Antibiotics,Dermatology,2025-03-31 10:39:56.376706+00
367ed7e5-a17b-42a1-ae9c-ca6519b02687,Vibramycin 100mg,00006-0690-04,Brand,Antibiotics,Internal Medicine,2025-03-31 10:39:56.376706+00
3697f242-cce4-4563-b736-2804830819b5,Famotidine 40mg,00093-1068-01,Generic,Acid suppressants,Gastroenterology,2025-03-31 10:39:56.376706+00
37d8a01b-b9fc-49c4-959d-31570852685a,Finasteride/Tadalafil 5/5mg,16571-0420-10,Generic,5-alpha reductase inhibitors,Urology,2025-03-31 10:39:56.376706+00
3833991d-a847-494e-a6cb-a04880f54405,Cyclobenzaprine 10mg,00093-1073-01,Generic,Muscle relaxants,Orthopedic Surgery,2025-03-31 10:39:56.376706+00
38687821-1313-4018-9731-2b79eeae6c6e,Xeljanz 10mg,00069-1002-01,Brand,IBD medications,Gastroenterology,2025-03-31 10:39:56.376706+00
38faffca-f2da-46c6-943a-2a474c3da7bc,Fentanyl 50mcg/mL,00409-9093-32,Generic,Intraoperative medications,General Surgery,2025-03-31 10:39:56.376706+00
39354a61-4550-4e24-90b5-00f525a5d0bc,Otezla 30mg,59572-0729-56,Brand,Psoriasis treatments,Dermatology,2025-03-31 10:39:56.376706+00
397f2c73-837d-4876-8dbe-4ceb2d425af5,Ropinirole 2mg,00093-5315-01,Generic,Parkinson's medications,Neurology,2025-03-31 10:39:56.376706+00
39e878f6-8433-4457-b82e-881daa7e4238,Glucotrol 5mg,00049-1520-66,Brand,Antidiabetics,Internal Medicine,2025-03-31 10:39:56.376706+00
3a14bcf6-e678-463e-8a25-fc75dbf9d65c,Iohexol 300mg I/mL,00186-1736-01,Generic,Contrast agents,Radiology,2025-03-31 10:39:56.376706+00
3a282fbf-c350-48c1-a93c-b0de02a66eb2,Vincasar PFS 1mg/mL,63323-0271-05,Brand,Antimicrotubule agents,Oncology,2025-03-31 10:39:56.376706+00
3a378129-f6f2-4307-810e-ebfa071d9372,Wellbutrin XL 150mg,00187-0730-02,Brand,Mental health,General Medicine,2025-03-31 10:39:56.376706+00
3a69188d-d031-4aec-8f98-c23438f63251,Loestrin 1/20,00430-0420-14,Brand,Contraceptives,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
3acd737f-887d-4a6d-a917-3eba73665996,Divalproex Sodium DR 500mg,00093-7300-01,Generic,Mood stabilizers,Psychiatry,2025-03-31 10:39:56.376706+00
3ae1a900-79a0-40cf-b6cf-3093519f3ba0,Chloroprocaine 3%,00409-4755-01,Generic,Local anesthetics,Anesthesiology,2025-03-31 10:39:56.376706+00
3b02b748-d726-4901-907d-33c88cd56244,Clobetasol 0.05% cream,00093-0405-30,Generic,Topical corticosteroids,Dermatology,2025-03-31 10:39:56.376706+00
3b7d4fe7-b86a-4b02-94f1-4aeedd93d953,Prometrium 100mg,19845-0298-19,Brand,Hormone therapies,Obstetrics & Gynecology,2025-03-31 10:39:56.376706+00
3b98623b-2551-46ff-9181-c881f969ed51,Clindamycin 1% topical,00093-1116-30,Generic,Acne treatments,Dermatology,2025-03-31 10:39:56.376706+00
3b9f357d-ec9b-40bf-b299-2e51af522946,Breo Ellipta 100/25,00173-0870-10,Brand,Inhaled corticosteroids/LABA,Pulmonology,2025-03-31 10:39:56.376706+00
3c263e75-8c3e-4f09-8e7a-da1872ca9bc0,Adderall 20mg,00023-3046-30,Brand,ADHD medications,Psychiatry,2025-03-31 10:39:56.376706+00
3c5d12e7-03f3-496b-8e7b-fd1fca9b6309,Reglan 5mg/mL,00193-5065-65,Brand,Anti-emetics,Anesthesiology,2025-03-31 10:39:56.376706+00
3cb100b5-79a1-47ac-bb33-10f60a2bfbef,Chorionic Gonadotropin 10,000 units,00409-7246-01,Generic,Fertility treatments,2025-03-31 10:39:56.376706+00
